gameId;tempoPartidaMin;gameMode;gameVersion;teamId;win;firstBlood;firstTower;firstInhibitor;firstBaron;firstDragon;firstRiftHerald;towerKills;inhibitorKillsTeam;baronKills;dragonKills;vilemawKills;riftHeraldKills
1106749103.0;29.0;CLASSIC;7.11.189.942;100.0;Fail;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;0.0;0.0;0.0;0.0;0.0;0.0
1106749103.0;29.0;CLASSIC;7.11.189.942;200.0;Win;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;10.0;2.0;1.0;3.0;0.0;1.0
1106732363.0;16.0;CLASSIC;7.11.189.942;100.0;Win;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;5.0;0.0;0.0;0.0;0.0;0.0
1106732363.0;16.0;CLASSIC;7.11.189.942;200.0;Fail;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0.0;0.0;0.0;0.0;0.0;0.0
1106662518.0;20.0;CLASSIC;7.11.189.942;100.0;Win;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;8.0;1.0;0.0;2.0;0.0;1.0
1106662518.0;20.0;CLASSIC;7.11.189.942;200.0;Fail;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1.0;0.0;0.0;0.0;0.0;0.0
1106034023.0;34.0;CLASSIC;7.11.189.942;100.0;Win;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;8.0;1.0;2.0;2.0;0.0;0.0
1106034023.0;34.0;CLASSIC;7.11.189.942;200.0;Fail;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;7.0;1.0;0.0;2.0;0.0;0.0
1105958902.0;28.0;CLASSIC;7.11.189.942;100.0;Win;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;10.0;3.0;1.0;3.0;0.0;1.0
1105958902.0;28.0;CLASSIC;7.11.189.942;200.0;Fail;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;3.0;0.0;0.0;0.0;0.0;0.0
1105974642.0;31.0;CLASSIC;7.11.189.942;100.0;Win;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;9.0;1.0;1.0;1.0;0.0;0.0
1105974642.0;31.0;CLASSIC;7.11.189.942;200.0;Fail;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;3.0;0.0;0.0;2.0;0.0;1.0
1105951716.0;33.0;CLASSIC;7.11.189.942;100.0;Win;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;8.0;1.0;1.0;1.0;0.0;0.0
1105951716.0;33.0;CLASSIC;7.11.189.942;200.0;Fail;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;5.0;0.0;0.0;3.0;0.0;1.0
1105919457.0;20.0;CLASSIC;7.11.189.942;100.0;Win;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;7.0;1.0;0.0;2.0;0.0;1.0
1105919457.0;20.0;CLASSIC;7.11.189.942;200.0;Fail;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1.0;0.0;0.0;0.0;0.0;0.0
1105906888.0;28.0;CLASSIC;7.11.189.942;100.0;Fail;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0.0;0.0;0.0;1.0;0.0;0.0
1105906888.0;28.0;CLASSIC;7.11.189.942;200.0;Win;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;11.0;2.0;0.0;2.0;0.0;1.0
1105933216.0;28.0;CLASSIC;7.11.189.942;100.0;Fail;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1.0;0.0;0.0;0.0;0.0;0.0
1105933216.0;28.0;CLASSIC;7.11.189.942;200.0;Win;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;10.0;2.0;1.0;3.0;0.0;1.0
1105912476.0;31.0;CLASSIC;7.11.189.942;100.0;Fail;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;2.0;0.0;0.0;1.0;0.0;1.0
1105912476.0;31.0;CLASSIC;7.11.189.942;200.0;Win;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;11.0;3.0;1.0;2.0;0.0;0.0
1105859447.0;31.0;CLASSIC;7.11.189.942;100.0;Win;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;9.0;2.0;0.0;4.0;0.0;0.0
1105859447.0;31.0;CLASSIC;7.11.189.942;200.0;Fail;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;3.0;0.0;1.0;0.0;0.0;1.0
1105231511.0;37.0;CLASSIC;7.11.189.942;100.0;Win;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5.0;1.0;0.0;2.0;0.0;0.0
1105231511.0;37.0;CLASSIC;7.11.189.942;200.0;Fail;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;9.0;5.0;2.0;2.0;0.0;0.0
1105107944.0;42.0;CLASSIC;7.11.189.942;100.0;Win;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;9.0;1.0;2.0;1.0;0.0;0.0
1105107944.0;42.0;CLASSIC;7.11.189.942;200.0;Fail;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;6.0;2.0;0.0;4.0;0.0;0.0
1105095963.0;30.0;CLASSIC;7.11.189.942;100.0;Fail;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0.0;0.0;0.0;1.0;0.0;0.0
1105095963.0;30.0;CLASSIC;7.11.189.942;200.0;Win;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;11.0;3.0;1.0;2.0;0.0;1.0
1105103368.0;24.0;CLASSIC;7.11.189.942;100.0;Win;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;5.0;0.0;1.0;2.0;0.0;0.0
1105103368.0;24.0;CLASSIC;7.11.189.942;200.0;Fail;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2.0;0.0;0.0;0.0;0.0;0.0
1105101778.0;21.0;CLASSIC;7.11.189.942;100.0;Fail;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;1.0;0.0;0.0;1.0;0.0;0.0
1105101778.0;21.0;CLASSIC;7.11.189.942;200.0;Win;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;7.0;1.0;0.0;1.0;0.0;1.0
1105091478.0;3.0;CLASSIC;7.11.189.942;100.0;Win;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;0.0;0.0;0.0;0.0;0.0;0.0
1105091478.0;3.0;CLASSIC;7.11.189.942;200.0;Fail;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0.0;0.0;0.0;0.0;0.0;0.0
1105069499.0;29.0;CLASSIC;7.11.189.942;100.0;Fail;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1.0;0.0;0.0;1.0;0.0;0.0
1105069499.0;29.0;CLASSIC;7.11.189.942;200.0;Win;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;11.0;2.0;1.0;2.0;0.0;1.0
1105058193.0;44.0;CLASSIC;7.11.189.942;100.0;Fail;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;9.0;1.0;1.0;2.0;0.0;1.0
1105058193.0;44.0;CLASSIC;7.11.189.942;200.0;Win;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;9.0;2.0;1.0;3.0;0.0;0.0
1104450959.0;45.0;CLASSIC;7.11.189.942;100.0;Fail;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;5.0;0.0;0.0;3.0;0.0;0.0
1104450959.0;45.0;CLASSIC;7.11.189.942;200.0;Win;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;11.0;3.0;2.0;2.0;0.0;0.0
1104420204.0;22.0;CLASSIC;7.11.189.942;100.0;Fail;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2.0;0.0;0.0;0.0;0.0;0.0
1104420204.0;22.0;CLASSIC;7.11.189.942;200.0;Win;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;11.0;3.0;0.0;2.0;0.0;1.0
1103709799.0;25.0;CLASSIC;7.11.189.942;100.0;Win;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;11.0;3.0;1.0;2.0;0.0;1.0
1103709799.0;25.0;CLASSIC;7.11.189.942;200.0;Fail;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0.0;0.0;0.0;0.0;0.0;0.0
